English;Synonyms;Latin;Synonyma;Français;Synonymes;Español;;Portugues;
Dorsal abaxial digital nerve of I (Car);;Nervus digitalis dorsalis I abaxialis (Car);;Nerf dorsal abaxial I (Car);%Nerf dorsal abaxial I;Nervio dorsal abaxial del I (Car);;Nervo digital dorsal I abaxial (Car);
Median nerve;;Nervus medianus;;Nerf médian;;Nervio mediano;;Nervo mediano;
Medial root of median nerve;;Radix medialis nervi mediani;;Racine médiale du nerf médian;;Raíz medial del nervio mediano;;Raiz medial do nervo mediano;
Lateral root of median nerve;;Radix lateralis nervi mediani;;Racine latérale du nerf médian;;Raíz lateral del nervio mediano;;Raiz lateral do nervo mediano;
Muscular branches of median nerve;;Rami musculares nervi mediani;;Branches musculaires du nerf médian;;Ramos musculares del nervio mediano;;Ramos musculares do nervo mediano;
Interosseous nerve of forearm;;Nervus interosseus antebrachii;;Nerf interosseux de l'avant-bras;;Nervio interóseo del antebrazo;;Nervo interósseo do antebraço;
Palmar digital nerve abaxial of I;;Nervus digitalis palmaris I abaxialis;;Nerf digital palmaire abaxial I;;Nervio digital palmar abaxial del I;;Nervo digital palmar I abaxial;
Common palmar digital nerve of I;;Nervus digitalis palmaris communis I;;Nerf digital palmaire commun I;;Nervio digital palmar común del I;;Nervo digital palmar comum I;
Axial palmar digital nerve of I proper;;Nervus digitalis palmaris proprius I axialis;;Nerf digital palmaire axial propre I;;Nervio digital palmar axial proprio del I;;Nervo digital palmar próprio I axial;
Abaxial palmar digital nerve of II proper;;Nervus digitalis palmaris proprius II abaxialis;;Nerf digital palmaire abaxial propre II;;Nervio digital palmar abaxial proprio del II;;Nervo digital palmar próprio II abaxial;
Common palmar digital nerve of III;;Nervus digitalis palmaris communis III;;Nerf digital palmaire commun III;%Nerf palmaire latéral;Nervio digital palmar común del III;;Nervo digital palmar comum III;
Axial palmar digital nerve of III proper;;Nervus digitalis palmaris proprius III axialis;;Nerf digital palmaire axial propre III;;Nervio digital palmar axial propio del III;;Nervo digital palmar próprio III axial;
Axial palmar digital nerve of IV proper;;Nervus digitalis palmaris proprius IV axialis;;Nerf digital palmaire axial propre IV;;Nervio digital palmar axial propio del IV;;Nervo digital palmar próprio IV axial;
Communicating ramus (fe);;Ramus communicans (fe);;Branche communicante (fe);;Rama comunicante (fe);;Ramo de comunicação (fe);
Abaxial palmar digital nerve of II;;Nervus digitalis palmaris II abaxialis;;Nerf digital palmaire abaxial II;;Nervio digital palmar abaxial del II;;Nervo digital palmar II abaxial;
Common palmar digital nerve II;;Nervus digitalis palmaris communis II;;Nerf digital palmaire commun II;;Nervio digital palmar común del II;;Nervo digital palmar comum II;
Palmar digital nerve of II proper;;Nervus digitalis palmaris proprius II;;Nerf digital palmaire propre II;;Nervio digital palmar propio del II;;Nervo digital palmar próprio II;
Abaxial palmar digital nerve of III proper;;Nervus digitalis palmaris proprius III abaxialis;;Nerf digital palmaire abaxial propre III;;Nervio digital palmar abaxial propio del III;;Nervo digital palmar próprio III abaxial;
Axial palmar digital nerve of III;;Nervus digitalis palmaris III axialis;;Nerf digital palmaire axial III;;Nervio digital palmar axial del III;;Nervo digital palmar III axial;
Axial palmar digital nerve of IV;;Nervus digitalis palmaris IV axialis;;Nerf digital palmaire axial IV;;Nervio digital palmar axial del IV;;Nervo digital palmar IV axial;
Communicating branch of palmar digital nerve;;Ramus communicans nervi digitalis palmaris;;Branche communiquante des nerfs digitaux palmaires;;Rama comunicante del nervio digital palmar;;Ramo comunicante do nervo digital palmar;
Medial palmar nerve [Common palmar digital nerve of II];;Nervus palmaris medialis [N. digitalis palmaris communis II];;Nerf palmaire médial [Nerf digital palmaire commun du II];%Nerf palmaire médial;Nervio palmar medial [Nervio digital palmar común del II];;Nervo palmar medial [Nervo digital palmar comum II];
Medial palmar digital nerve;;Nervus digitalis palmaris medialis;;Nerf digital palmaire médial;;Nervio digital palmar  medial;;Nervo digital palmar medial;
Dorsal branch of medial palmar digital nerve;;Ramus dorsalis nervi digitalis palmaris medialis;;Branche dorsale des nerfs digitaux palmaires médiaux;;Rama dorsal de los nervios digitales palmares mediales;;Ramo dorsal do nervo digital palmar medial;
Medial palmar metacarpal nerve;;Nervus metacarpeus palmaris medialis;;Nerf métacarpien palmaire médial;;Nervio metacarpiano palmar medial;;Nervo metacarpal palmar medial;
Lateral palmar metacarpal nerve;;Nervus metacarpeus palmaris lateralis;;Nerf métacarpien palmaire latéral;;Nervio metacarpiano palmar lateral;;Nervo metacarpal palmar lateral;
Articular carpeal branches;;Rami articulares carpi;;Branches articulaires carpiennes;;Ramas articulares carpeas;;Ramos articulares do punho;
Middle interosseous nerve;;Nervus interosseus medius;;Nerf interosseux moyen;;Nervio interóseo medio;;Nervo interósseo médio;
Lateral palmar digital nerve;;Nervus digitalis palmaris lateralis;;Nerf digital palmaire latéral;%Nerf digital palmaire propre;Nervio digital palmar lateral;;Nervo digital palmar lateral;
Dorsal branch of lateral palmar digital nerve;;Ramus dorsalis nervi digitalis palmaris lateralis;;Branche dorsale des nerfs digitaux palmaires latéraux;;Rama dorsal de los nervios digitales palmares laterales;;Ramo dorsal do nervo digital palmar lateral;
Ulnar nerve;;Nervus ulnaris;;Nerf ulnaire;;Nervio ulnar;;Nervo ulnar;
Dorsal branch of ulnar nerve;;Ramus dorsalis nervi ulnaris;;Branche dorsale du nerf ulnaire;%Rameau dorsal;Rama dorsal del nervio ulnar;;Ramo dorsal do nervio ulnar;
Palmarcal branch;;Ramus palmarcalis;;Branche palmarcale;%Rameau palmaire;Rama palmarcal;;Ramo palmarcal;
Caudal cutaneous nerve of forearm;;Nervus cutaneus antebrachii caudalis;;Nerf cutané caudal de l'avant-bras;;Nervio cutáneo caudal del antebrazo;;Nervo cutâneo caudal do antebraço;
Muscular branches of caudal cutaneous nerve of forearm;;Rami musculares nervi cutaneus antebrachii caudalis;;Br, musculaires des nerfs cutanés caudaux de l'avant-bras;;R. musculares de los n. cutaneos antebrachiales caudales;;Ramos musculares do nervo cutâneo caudal do antebraço;
Dorsal branch of caudal cutaneous nerve of forearm;;Ramus dorsalis nervi cutaneus antebrachii caudalis;;Branche dorsale du nerf cutané caudal de l'avant-bras;;Rama dorsal del nervio cutáneo caudal del antebrazo;;Ramo dorsal do nervo cutâneo anterior caudal do esfíncter esofágico;
Common dorsal digital nerve of IV (fe);;Nervus digitalis dorsalis communis IV (fe);;Nerf digital dorsal commun IV (fe);%Nerf digital dorsal commun IV;Nervio digital dorsal común del IV (fe);;Nervo digital dorsal comum IV (fe);
Dorsal digital abaxial nerve of IV (fe);;Nervus digitalis dorsalis proprius IV abaxialis (fe);;Nerf digital dorsal abaxial propre IV (fe);%Nerf digital dorsal abaxial propre IV;Nervio digital dorsal abaxial propio del IV (fe);;Nervo digital dorsal próprio IV abaxial (fe);
Dorsal digital axial nerve of V proper (fe);;Nervus digitalis dorsalis proprius V axialis (fe);;Nerf digital dorsal axial propre du V (fe);%Nerf digital dorsal axial propre du V;Nervio digital dorsal axial propio del V (fe);;Nervo digital dorsal próprio V axial (fe);
Common palmar digital nerve IV;;Nervus digitalis palmaris communis IV;;Nerf digital palmaire commun IV;;Nervio digital palmar común del IV;;Nervo digital palmar comum IV;
Abaxial palmar digital nerve of IV;;Nervus digitalis palmaris proprius IV abaxialis;;Nerf digital palmaire abaxial propre IV;;Nervio digital palmar abaxial propio del IV;;Nervo digital palmar próprio IV abaxial;
Axial palmar digital nerve of V proper;;Nervus digitalis palmaris proprius V axialis;;Nerf digital palmaire axial propre du V;;Nervio digital palmar axial propio del V;;Nervo digital palmar próprio V axial;
Abaxial palmar digital nerve of V;;Nervus digitalis palmaris V abaxialis;;Nerf digital palmaire abaxial du V;;Nervio digital palmar abaxial del V;;Nervo digital palmar V abaxial;
Palmar metacarpal nerves (ca);;Nervi metacarpei palmares (ca);;Nerfs métacarpiens palmaires (ca);;Nervios metacarpianos palmares (ca);;Nervo metacarpal palmar (ca);
Dorsal branches of palmar metacarpal nerves;;Ramus dorsalis nervi metacarpei palmares (ca);;Branche dorsale du nerf métacarpien palmaire (ca);;Rama dorsal del nervio digital dorsal abaxial V;;Ramo dorsal do nervo metacarpal palmar (ca);
Palmar branches of palmar metacarpal nerves;;Ramus palmaris nervi digitalis dorsalis V abaxialis;;Branche palmaire du nerf digital dorsale abaxiale V;;Rama palmar del nervio digital dorsal abaxial V;;Ramo palmar do nervo digital dorsal V abaxial;
Superficial branch of abaxial dorsal digital nerve of V;;Ramus superficialis nervi digitalis dorsalis V abaxialis;;Branche superficielle du nerf digital dorsale abaxiale V;;Rama superficial del nervio digital dorsal abaxial V;;Ramo superficial do nervo digital dorsal V abaxial;
Deep branch of abaxial palmar digital nerve of V;;Ramus profundus nervi digitalis palmaris V abaxialis;;Branche profonde du nerf digital palmaire abaxial V;;Rama profunda del nervio palmar abaxial V;;Ramo profundo do nervo digital palmar V abaxial;
Dorsal branch of abaxial palmar digital nerve of V;;Ramus dorsalis nervi digitalis palmaris V abaxialis;;Branche dorsale du nerf palmaire abaxial V;;Rama dorsal del nervio palmar abaxial del V ;;Ramo dorsal do nervo digital palmar V abaxial;
Dorsal digital nerve of V proper;;Nervus digitalis dorsalis proprius V;;Nerf digital dorsal propre V;;Nervio digital dorsal propio del V;;Nervo digital dorsal próprio V;
Palmar branch of dorsal digital nerve of V proper;;Ramus palmaris nervi digitalis dorsalis proprius V;;Branche palmaire du nerf digital dorsal propre V;;Rama palmar del nervio digital dorsal propio del V;;Ramo palmar do nervo digital dorsal V próprio;
Superficial branch of drosal digital nerve of V;;Ramus superficialis nervi digitalis dorsalis proprius V;;Branche superficielle du nerf digital dorsal propre V;;Rama superficial del nervio digital dorsal propio del V;;Ramo superficial do nervo digital dorsal V próprio;
Palmar digital nerve of V proper;;Nervus digitalis palmaris proprius V;;Nerf digital palmaire propre V;;Nervio digital palmar propio del V;;Nervo digital palmar próprio V;
Deep branch of palmar digital nerve of V proper;;Ramus profundus nervi digitalis palmaris proprius V;;Branche profonde du nerf digital palmaire propre V;;Rama profundal del nervio digital palmar propio del V;;Ramo profundo do nervo digital palmar V próprio;
Dorsal branch of palmar digital nerve of V proper;;Ramus dorsalis nervi digitalis palmaris proprius V;;Branche dorsale du nerf digital palmaire propre V;;Rama dorsal del nervio digital palmar propio del V;;Ramo dorsal do nervo digital palmar V próprio;
Palmar branch of palmar digital nerve of V proper;;Ramus palmaris nervi digitalis palmaris proprius V;;Branche palmaire du nerf digital palmaire propre V;;Rama palmar del nervio digital palmar propio del V;;Ramo palmar do nervo digital palmar V próprio;
Superficial branch of palmar digital nerve of V proper;;Ramus superficialis nervi digitalis palmaris proprius V;;Branche superficielle du nerf digital palmaire propre V;;Rama superficial del nervio digital palmar propio del V;;Ramo superficial do nervo digital palmar V próprio;
Lateral palmar nerve [Common palmar digital of III];;Nervus palmaris lat. [N. digitalis palmaris communis III];;Nerf palmaire lat. [N. digital palmaire commun III];%Nerf palmaire latéral;Nervio palmar lat. [Nervio digital palmar comun del III];;Nervo palmar lateral [N. digitalis palmaris comum III];
Deep branch of lateral palmar nerve;;Ramus profundus nervi palmaris lateralis;;Branche profonde du nerf palmaire latéral;;Rama profunda del nervio plamar lateral;;Ramo profundo do nervo palmar lateral;
Articular branches of the lateral palmar metacarpal nerve;;Rami articulares carpi nervi metacarpeus palmaris lateralis;;Branches articulaires du nerf métacarpien palmaire latéral;;Ramas articulares del nervio metacarpeo lateral;;Ramos articulares do nervo metacarpal lateral palmar;
Dorsal branch of lateral palmar digital  nerve proper;;Ramus dorsalis nervi digitalis palmaris [proprius] lateralis;;Branche dorsale du nerf digital palmaire latéral [propre];%Branche dorsale du nerf digital palmaire latéral;Rama dorsal del nervio digital palmar lateral [propio];;Ramo dorsal do nervo digital palmar [próprio] lateral;
Thoracic nerves;;Nervi thoracici;;Nerfs thoraciques;;Nervios torácicos;;Nervos torácicos;
Dorsal branches of thoracic nerves;;Rami dorsales nervi thoracici;;Branches dorsales du nerf thoracique;;Ramas dorsales de los nervios thoracicos;;Ramos dorsais do nervo torácico;
Medial branch of thoracic nerve;;Ramus medialis nervi thoracici;;Branche médiale du nerf thoracique;;Rama medial del nervio thoracico;;Ramo medial do nervo torácico;
Lateral branch of thoracic nerve;;Ramus lateralis nervi thoracici;;Branche latérale du nerf thoracique;;Rama lateral del nervio thoracico;;Ramo lateral do nervo torácico;
Medial cutaneous branch  of thoracic nerve;;Ramus cutaneus medialis nervi thoracici;;Branche cutanée médiale des nerfs thoraciques;;Rama cutánea medial del nervio thoracico;;Ramo cutâneo medial do nervo torácico;
Lateral cutaneous branch of thoracic nerve;;Ramus cutaneus lateralis nervi thoracici;;Branche cutanée latérale des nerfs thoraciques;;Rama cutánea lateral del nervio thoracico;;Ramo cutâneo lateral do nervo torácico;
Ventral branches [intercostal nerves];;Rami ventrales [Nervi intercostales];;Branches ventrales [Nerfs intercostaux];;Ramas ventrales [nervios intercostales];;Ramos ventrais [nervos intercostais];
Lateral cutaneous branch [pectoral and abdominal];;Ramus cutaneus lateralis [pectoralis et abdominalis];;Branche cutanée latérale [pectorale et abdominale];%Rameau cutané latéral;Rama cutánea lateral [pectoral y abdominal];;Ramo cutâneo lateral [peitoral e abdominal];
Lateral mammary branches;;Rami mammarii laterales;;Branches mammaires latérales;;Ramas mamarias laterales;;Ramos mamários laterais;
Intercostobrachial nerve;;Nervus intercostobrachialis;;Nerf intercostobrachial;;Nervio intercostobraquial;;Nervo intercostobraquial;
Ventral cutaneous branch [pectoral and abdominal];;Ramus cutaneus ventralis [pectoralis et abdominalis];;Branche cutanée ventrale [pectorale et abdominale];%Rameau cutané ventral;Rama cutánea ventral [pectoral y abdominal];;Ramo cutâneo ventral [peitoral e abdominal];
Medial mammary branches;;Rami mammarii mediales;;Branches mammaires médiales;;Ramas mammaria mediales;;Ramos mamários mediais;
Costo-abdominal nerve;;Nervus costo-abdominalis;;Nerf costo-abdominal;;Nervio costoabdominal;;Nervo costoabdominal;
Lumbar nerves;;Nervi lumbales;;Nerfs lombaires;;Nervios lumbares;;Nervos lombares;
Dorsal branches of lumbar nerves;;Rami dorsales nervi lumbales;;Branches dorsales des nerfs lombaires;;Ramas dorsales de los nervios lumbares;;Ramos dorsais do nervo lombar;
Medial branch of lumbar nerves;;Ramus medialis nervi lumbales;;Branche médiale des nerfs lombaires;;Rama medial de los nervios lumbares;;Ramo medial do nervo lombar;
Lateral branch of lumbar nerves;;Ramus lateralis nervi lumbales;;Branche latérale des nerfs lombaires;;Rama lateral de los nervios lumbales;;Ramo lateral do nervo lombar;
Cutaneous branch of medial lumbar nerves;;Ramus cutaneus medialis nervi lumbales;;Branche cutanée médiale des nerfs lombaires;;Rama cutánea medial de los nervios lumbares;;Ramo cutâneo medial do nervo lombar;
Lateral cutaneous branch of lumbar nerves;;Ramus cutaneus lateralis nervi lumbales;;Branche cutanée latérale des nerfs lombaires;;Rama cutánea lateral de los nervios lumbares;;Ramo cutâneo lateral do nervo lombar;
Cranial cluneal nerves;;Nervi clunium craniales;;Nerfs clunéaux craniaux;;Nervios cluneales craneales;;Nervos cranianos das nádegas;
Ventral branches of cranial cluneal nerves;;Rami ventrales nervi clunium craniales;;Branches ventrales des nerfs clunéaux craniaux;;Ramas ventrales de los nervios cluneos craniales;;Ramos ventrais dos nervos cranianos;
Sacral nerves;;Nervi sacrales;;Nerfs sacraux;%Nerfs sacrés;Nervios sacros;;Nervos sacrais;
Dorsal branches of sacral nerves;;Rami dorsales nervi sacrales;;Branches dorsales des nerfs sacraux;%Branches dorsales des nerfs sacrés;Ramas dorsales de los nervios sacros;;Ramos dorsais do nervo sacral;
Medial branch of sacral nerves;;Ramus medialis nervi sacrales;;Branche médiale des nerfs sacraux;%Branche médiale des nerfs sacrés;Rama medial de los nervios sacros;;Ramo medial do nervo sacral;
