NAVID;Français
6768;Nerf digital dorsal commun du III
6769;Branches cutanées du nerf digital dorsal commun du III
6770;Branche communiquante avec le nerf métatarsien dorsal du III
6771;Nerf digital dorsal axial propre du III
6772;Nerf digital dorsal axial propre du IV
6773;Nerf digital dorsal commun du IV
6774;Branches cutanées du nerf digital dorsal commun du IV
6775;Nerf digital dorsal propre abaxial du IV
6776;Nerf digital dorsal axial propre du V
6777;Nerf fibulaire profond
6778;Branches musculaires du nerf fibulaire profond
6779;Nerf métatarsien dorsal du II (Car)
6780;Nerf métatarsien dorsal du IV (Car)
6781;Nerf métatarsien dorsal du III
6782;Br. comm. avec le n. digital plantaire axial propre du III
6783;Br. communiquante avec le n. digital plantaire axial du IV
6784;Nerf métatarsien dorsal du II
6785;Nerf digital dorsal médial du III
6786;Nerf digital dorsal latéral du III
6787;Nerf tibial
6788;Branches musculaires du nerf tibial
6789;Nerf cutané sural caudal
6790;Nerf cutané sural caudal proximal (Car)
6791;Nerf cutané sural caudal distal (Car)
6792;Branches cutanées [Branche cutanée tarsienne médiale, eq]
6793;Nerf plantaire médial
6794;Nerf digital plantaire abaxial du II
6795;Nerf digital plantaire commun du II
6796;Nerf digital plantaire axial propre du II
6797;Nerf digital plantaire abaxial propre du III
6798;Nerf digital plantaire commun du III
6799;Br. communiqu. avec le nerf digital plant. commun du IV (su)
6800;Nerf digital plantaire axial du III
6801;Nerf digital plantaire axial propre du IV
6802;Nerf digital plantaire commun du IV (Car)
6803;Nerf plantaire latéral
6804;Branche profonde du nerf digital plantaire propre axial du V
6805;Br. profonde du n. digital plantaire axial propre du V (Car)
6806;Nerf digital plantaire commun du IV (su)
6807;Nerf digital plantaire abaxial du V
6808;Nerf digital plantaire propre du II
6809;Br. communiqu. avec le n. digital dorsal abaxial. du III
6810;Nerf digital plantaire commun du IV
6811;Br. communiquante du nerf digital dorsal propre abaxial du IV
6812;Nerf digital plantaire propre du V
6813;Nerf plantaire med. [N. digital plantaire commun du II]
6814;Branche communiquante du nerf plantaire médial
6815;Nerf digital plantaire médial
6816;Branche dorsale du nerf digital plantaire médial
6817;Nerf plantaire lat. [N. digital plantaire commun du III]
6818;Branche profonde du nerf plantaire latéral
6819;Nerfs métatarsiens plantaires
6820;Nerf digital plantaire latéral
6821;Branche dorsale du nerf digital plantaire latéral
6822;Branche musculaire coccygienne
6823;Branches du muscle élévateur de l'anus
6824;Nerf pudendal
6825;Branches cutanées du nerf pudendal
6826;Branche communiquante avec le nerf cutané fémoral caudal
6827;Nerf périnéal profond
6828;Nerf périnéal superficiel
6829;Nerfs scrotaux dorsaux
6830;Nerfs labiaux
6831;Branche prépuciale et scrotale
6832;Branche mammaire
6833;Nerf dorsal du pénis
6834;Nerf dorsal du clitoris
6835;Nerfs rectaux caudaux
6836;Branches communiquantes avec le nerf pudendal
6837;Branches musculaires des nerfs rectaux caudaux
6838;Branches cutanées des nerfs rectaux caudaux
6839;Nerfs caudaux [coccygiens]
6840;Branches dorsales des nerfs caudaux
6841;Plexus caudal [coccygien] dorsal
6842;Branches ventrales du plexus caudal
6843;Plexus caudal [coccygien] ventral
6844;Système nerveux autonome
6845;Plexus autonome
6846;Ganglions des plexus autonomes
6847;Ganglions autonomes
6848;Plexus aortique thoracique
6849;Plexus cardiaque
6850;Ganglions cardiaques
6851;Plexus œsophagien
6852;Rameaux pulmonaires
6853;Plexus pulmonaires
6854;Plexus aortique abdominal
6855;Plexus coeliaque
6856;Ganglions coeliaques
6857;Plexus mésentérique crânial
6858;Ganglion mésentérique crânial
6859;Plexus intermésentérique
6860;Plexus mésentérique caudal
6861;Ganglion mésentérique caudal
6862;Ganglions aorticorénaux
6863;Ganglions phréniques
6864;Plexus hépatique
6865;Plexus splénique
6866;Plexus gastrique
6867;Plexus ruminal droit
6868;Plexus ruminal gauche
6869;Plexus réticulaire
6870;Plexus pancréatique
6871;Plexus surrénal
6872;Plexus rénal
6873;Ganglions rénaux
6874;Plexus urétérique
6875;Plexus testiculaire
6876;Plexus ovarien
6877;Plexus colique
6878;Plexus rectal crânial
6879;Plexus entérique
6880;Plexus sous-séreux
6881;Plexus myentérique
6882;Plexus sous-muqueux
6883;Plexus iliaque
6884;Plexus fémoral
6885;Nerf hypogastrique
6886;Plexus pelvien
6887;Plexus rectaux moyens
6888;Plexus rectaux caudaux
6889;Plexus prostatique
6890;Plexus déférentiel
6891;Plexus utérovaginal
6892;Nerfs vaginaux
6893;Plexus urinaire
6894;Nerfs du corps caverneux du pénis
6895;Nerfs du corps caverneux du clitoris
6896;Partie sympathique
6897;Tronc sympathique
6898;Ganglions du tronc sympathique
6899;Ganglions intermédiaires
6900;Branches interganglionnaires
6901;Branches communiquantes
6902;Ganglion cervical crânial
6903;Nerf jugulaire
6904;Nerf carotidien interne
6905;Plexus carotidien interne
6906;Nerfs carotidiens externes
6907;Plexus carotidien externe
6908;Plexus carotidien commun
6909;Branches laryngopharyngées
6910;Ganglion cervical moyen
6911;Nerf cardiaque cervical
6912;Ganglion cervicothoracique
6913;Cercle subclavier
6914;Plexus subclavier
6915;Nerf vertébral
6916;Plexus vertébral
6917;Nerfs cardiaques cervicaux
6918;Ganglions thoraciques
6919;Nerfs cardiaques thoraciques
6920;Grand nerf splanchnique
6921;Ganglion splanchnique
6922;Nerf splanchnique mineur
6923;Branche rénale
6924;(Nerf splanchnique imus)
6925;Ganglions lombaires
6926;Nerf splanchniques lombaires
6927;Ganglions sacrés
6928;Nerfs splanchniques sacrés
6929;Ganglions caudaux [coccygiens]
6930;Ganglion impair
6931;Partie parasympathique
6932;Ganglion otique
6933;Ganglion sublingual
6934;Nerfs pelviens
6935;Ganglions pelviens
6936;Parties du cervelet
6937;Lingula LoBursa I
6938;Lobulus centralis LoBursa II
6939;Pars rostralis LoBursa III
6940;Culmen LoBursa IV 
6941;Pars caudalis LoBursa V
6942;Declive LoBursa VI
6943;Folium vermis LoBursa VII A
6944;Tuber vermis LoBursa VII B
6945;Pyramis LoBursa VIII A
6946;Pyramis LoBursa VIII B 
6947;Uvula LoBursa IX
6948;Nodulus LoBursa X
6949;Hémisphère
6950;Lob. H. I Vinculum lingulae
6951;Lob. H. II Ala lobuli centralis
6952;Lob. H. III Pars rostralis Lobulus quadrangularis
6953;Lob. H. IV Pars caudalis Lobulus quadrangularis
6954;Lob. H. V Pars caudalis Lobulus quadrangularis
6955;Fissure primaire
6956;Lobe caudal
6957;Lob. H. VI Lobulus simplex
6958;Lob. H. VII A Crus rostrale Lobulus ansiformis
6959;Lob. H. VII B Crus caudale Lobulus ansiformis
6960;Lob. H. VIII A Lobulus paramedianus
6961;Lob. H. VIII B Paraflocculus dorsalis
6962;Lob. H. IX Paraflocculus ventralis
6963;Lob. H. X Flocculus
6964;Organes des sens
6965;Organe visuel
6966;Gaine externe du nerf optique
6967;Gaine interne du nerf optique
6968;Espaces intervaginaux
6969;Pôle antérieur
6970;Pôle postérieur
6971;Équateur
6972;Méridiens
6973;Axe externe du bulbe
6974;Axe interne du bulbe
6975;Axe optique
6976;Couche fibreuse du bulbe
6977;Sclère
6978;Sillon de la sclère
6979;Anneau de la sclère
6980;Sinus veineux sclérotique
6981;Plexus veineux sclérotique
6982;Couche épisclérale
6983;Substance propre de la sclère
6984;Couche de sclérotique brune
6985;Zone criblée de la sclère
6986;Cornée
6987;Anneau conjonctival
6988;Limbe de la cornée
6989;Vertex de la cornée
6990;Face antérieure de la cornée
6991;Face postérieure de la cornée
6992;Épithélium de la cornée antérieure
6993;Couche limitante antérieure
6994;Substance propre de la cornée
6995;Lame limitante postérieure
6996;Épithélium postérieur de la cornée
6997;Couche vasculaire du bulbe
6998;Choroïde
6999;Couche suprachoroïde
7000;Espace périchoroïdien
7001;Couche vasculaire
7002;Tapetum lucidum
7003;Couche choroïdocapillaire
7004;Complexe basal
7005;Corps ciliaire
7006;Couronne ciliaire
7007;Processus ciliaires
7008;Plis ciliaires
7009;Orbe ciliaire
7010;Muscle ciliaire
7011;Fibres méridiennes
7012;Fibres circulaires
7013;Lame basale
7014;Iris
7015;Bord pupillaire
7016;Granules de l'iris
7017;Bord ciliaire
7018;Face antérieure
7019;Face postérieure
7020;Grand anneau de l'iris
7021;Petit anneau de l'iris
7022;Plis de l'iris
7023;Pupille
7024;Muscle sphincter de la pupille
7025;Muscle dilatateur de la pupille
7026;Stroma de l'iris
7027;Épithélium pigmenté
7028;Ligament pectiné de l'angle iridocornéen
7029;Espace angulaires iridocornéaux
7030;Grand cercle artériel de l'iris
7031;Petit cercle artériel de l'iris
7032;Couche interne du bulbe
7033;Rétine
7034;Partie optique de la rétine
7035;Ora serrata
7036;Partie aveugle de la rétine
7037;Partie ciliaire de la rétine
7038;Partie irienne de la rétine
7039;Disque du nerf optique
7040;Disque excavé
7041;Macula
7042;Zone centrale ronde
7043;Zone centrale striée
7044;Fossette centrale
7045;Couche pigmentée
7046;Couche pigmentée de la rétine
7047;Couche pigmentée du corps ciliaire
7048;Couche pigmentée de l'iris
7049;Couche nerveuse
7050;Vaisseaux sanguins de la rétine
7051;Cercle vasculaire du nerf optique
7052;Branches de l'artère [vénule] centrale de la rétine
7053;Artériole [Veinule] latérale de la rétine dorsale
7054;Artériole [Veinule] latérale de la rétine ventrale
7055;Artériole [Veinule] médiale de la rétine dorsale
7056;Artériole [Veinule] médiale de la rétine ventrale
7057;Artériole [Veinule] maculaire ventral
7058;Artériole [Veinule] maculaire de la rétine
7059;Artériole [Veinule] médiale de la rétine
7060;Chambre antérieure du bulbe
7061;Angle iridocornéal
7062;Chambre postérieure du bulbe
7063;Chambre vitrée du bulbe
7064;Corps vitré
7065;(Processus hyaloïde)
7066;Canal hyaloïde
7067;(Cône papillaire)
7068;Fosse hyaloïde
7069;Membrane vitrée
7070;Stroma vitré
7071;Humeur vitrée
7072;Cristallin
7073;Substance du cristallin
7074;Cortex du cristallin
7075;Noyau du cristallin
7076;Fibres du cristallin
7077;Rayons du cristallin
7078;Épithélium du cristallin
7079;Capsule du cristallin
7080;Pôle antérieur du cristallin
7081;Pôle postérieur du cristallin
7082;Face antérieure du cristallin
7083;Face postérieure du cristallin
7084;Axe du cristallin
7085;Equateur du cristallin
7086;Zonule ciliaire
7087;Fibres zonulaires
7088;Espaces zonulaires
7089;Organes oculaires accessoires
7090;Muscles du globe oculaire
7091;Muscle orbitaire
7092;Muscle droit dorsal
7093;Muscle droit ventral
7094;Muscle droit médial de l'œil
7095;Muscle droit latéral de l'œil
7096;Muscle rétracteur du bulbe
7097;Muscle oblique dorsal
7098;Trochlée
7099;Muscle oblique ventral
7100;Muscle releveur de la paupière supérieure
7101;Fascias orbitaux
7102;Péri-orbite
7103;Septum orbitaire
7104;Fascias musculaires
7105;Gaine du bulbe
7106;Espace épiscléral
7107;Corps adipeux de l'orbite
7108;Corps gras intrapériorbitaire
7109;Corps gras extra-périorbitaire
7110;Paupières
7111;Face antérieure des paupières
7112;Face postérieure des paupières
7113;Commissure latérale des paupières
7114;Commissure médiale des paupières
7115;Angle latéral de l'oeil
7116;Angle médial de l'oeil
7117;Membre palpébral antérieur
7118;Membre palpébral postérieur
7119;Glandes ciliaires de l'oeil
7120;Glandes sébacées de l'oeil
7121;Tarse supérieur
7122;Tarse inférieur
7123;Ligament palpébral médial
7124;Raphé palpébral latéral
7125;Ligament palpébral latéral
7126;Glandes tarsales
7127;Muscle tarsal supérieur
7128;Muscle tarsal inférieur
7129;Couche conjonctive
7130;Troisième paupière
7131;Cartilage
7132;Glande superficielle
7133;Glande profonde
7134;Caroncule lacrymale
7135;Glande lacrymale caronculaire
7136;Couche conjonctive du bulbe
7137;Couche conjonctive des paupières
7138;Fornix conjonctif supérieure
7139;Fornix conjonctif inférieure
7140;Sac conjonctival
7141;Glandes conjonctivales
7142;Lymphonoeuds agrégés conjonctivaux
7143;Appareil lacrymal
7144;Glande lacrymale
7145;Conduits excréteurs
7146;(Ganglions lacrimaux accessoires)
7147;Rivus lacrimalis
7148;Lac lacrymal
7149;Point lacrymal
7150;Canalicule lacrymal
7151;Sac lacrymal
7152;Fornix du sac lacrymal
7153;Canal lacrymonasal
7154;Pli lacrymal
7155;Organe vestibulocochléaire
7156;Oreille interne
7157;Labyrinthe membraneux
7158;Canal endolymphatique
7159;Sac endolymphatique
7160;Canal utriculosacculaire
7161;Utricule
7162;Conduits semicirculaires
7163;Conduit semicirculaire antérieur
7164;Conduit semicirculaire postérieur
7165;Conduit semicirculaire latéral
7166;Membrane propre du conduit semicirculaire
7167;Membrane basale du conduit semicirculaire
7168;Épithélium du canal semicirculaire
7169;Ampoules membraneuses
7170;Ampoule membraneuse antérieure
7171;Ampoule membraneuse postérieure
7172;Ampoule membraneuse latérale
7173;Crête ampullaire
7174;Cupule
7175;Jambes membraneuses
7176;Branche membraneuse simple
7177;Branches membraneuses ampullaires
7178;Branche membraneuse commune
7179;Ductus reuniens
7180;Saccule
7181;Macules
7182;Macule de l'utricule
7183;Macule du saccule
7184;Statoconie
7185;Membrane de la statoconiorum
7186;Endolymphe
7187;Périlymphe
7188;Espace périlymphatique
7189;Rampe vestibulaire
7190;Rampe tympanique
7191;Canal périlymphatique
7192;Canal cochléaire
7193;Caecum cupulaire
7194;Caecum vestibulaire
7195;Paroi tympanique du conduit cochléaire
7196;[Membrane spirale]
7197;Organe spiral
7198;Membrane basilaire
7199;Crête spirale [Ligament spiral]
7200;Paroi interne du conduit cochléaire
7201;Foramens nerveux
7202;Limbe de la lame spirale osseuse
7203;Lèvre du membre vestibulaire
7204;Lèvre du membre tympanique
7205;Dents acoustiques
7206;Sillon spiral interne
7207;Sillon spiral externe
7208;Membrane réticulaire
7209;Vaisseau spiral
7210;Paroi vestibulaire du conduit cochléaire
7211;[Membrane vestibulaire]
7212;Paroi externe du canal cochléaire
7213;Crête basilaire
7214;Poéminence spirale
7215;Vaisseau proéminent
7216;Strie vasculaire
7217;Vaisseaux de l'oreille interne
7218;Branches vestibulaires
7219;Branche cochléaire
7220;Glomérule artériel de la cochlée
7221;Veine spirale du modiolus
7222;Veines vestibulaires
7223;Veine de l'aqueduc du vestibule
7224;Veine du canalicule cochléaire
7225;Labyrinthe osseux
7226;Vestibule
7227;Récessus sphérique
7228;Récessus elliptique
7229;Crête vestibulaire
7230;Récessus cochléaire
7231;Macules criblées
7232;Canaux semicirculaires
7233;Canal semicirculaire antérieur
7234;Canal semicirculaire postérieur
7235;Canal semicirculaire latéral
7236;Ampoules osseuses
7237;Ampoule osseuse antérieure
7238;Ampoule osseuse postérieure
7239;Ampoule osseuse latérale
7240;Jambes osseuses
7241;Branche osseuse commune
7242;Branche osseuse simple
7243;Branches osseuses ampullaires
7244;Cochlée
7245;Cupule cochléaire
7246;Base de la cochlée
7247;Canal spiral de la cochlée
7248;Modiolus
7249;Base du modiolus
7250;Lame du modiolus
7251;Canal spiral du modiolus
7252;Canaux longitudinaux du modiolus
7253;Lame spirale osseuse
7254;Crochet de la lame spirale
7255;Hélicotréma
7256;Lame spirale secondaire
7257;Fond du méat acoustique interne
7258;Crête transverse
7259;Zone du nerf facial [intermediofacial]
7260;Zone de la cochlée
7261;Tractus spiralé foraminé
7262;Aire vestibulaire supérieure
7263;Aire vestibulaire inférieure
7264;Foramen singulaire
7265;Oreille moyenne
7266;Paroi tegmentale
7267;Récessus épitympanique
7268;Partie de la cupule
7269;Paroi jugulaire
7270;Paroi labyrinthique
7271;Fenêtre vestibulaire
7272;Promontoire
7273;Sinus tympanique
7274;Fenêtre cochléaire
7275;Membrane tympanique secondaire
7276;Paroi mastoïdienne
7277;Annexe mastoïdienne
7278;Cellules tympaniques
7279;Ouverture tympanique du canalicule de la corde du tympan
7280;Paroi carotidienne de l'oreille moyenne
7281;Paroi membraneuse de l'oreille moyenne
7282;Membrane tympanique
7283;Partie flasque
7284;Partie tendue
7285;Pli malléaire rostral
7286;Pli malléaire caudal
7287;Proéminence malléaire
7288;Strie malléaire
7289;Ombilic de la membrane tympanique
7290;Anneau fibrocartilagineux
7291;Osselets de l'ouïe
7292;Etrier
7293;Tête de l'étrier
7294;Jambe rostrale du stapes
7295;Jambe caudale du stapes
7296;Base de l'étrier
7297;Enclume
7298;Corps de l'enclume
7299;Jambe longue
7300;Processus lenticulaire
7301;Os lenticulaire
7302;Jambe courte
7303;Marteau
7304;Manche du marteau
7305;Tête du marteau
7306;Col du marteau
7307;Processus latéral
7308;Processus rostral
7309;Processus musculaire
7310;Articulations des osselets auditifs
7311;Articulation incudomalléaire
7312;Articulation incudostapédienne
